dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,500,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.8086,0.1278
(400  200),true,euclidean,500,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.5094,0.039
(400  200),true,euclidean,8000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.7327,0.0073
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.5507,0.0257
(400  200),true,euclidean,500,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.596,0.029
(400  200),true,euclidean,8000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.8616,0.0304
(400  200),true,euclidean,4000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.6784,0.0104
(400  200),true,euclidean,2000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.5974,0.0142
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.5901,0.1056
(400  200),true,euclidean,2000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.7235,0.0999
(400  200),true,euclidean,2000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.9353,0.0418
(400  200),true,euclidean,16000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.9002,0.0253
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.661,0.0194
(400  200),true,euclidean,8000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.7388,0.0079
(400  200),true,euclidean,16000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.7261,0.0054
(400  200),true,euclidean,8000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.9668,0.0113
(400  200),true,euclidean,4000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.8184,0.0642
(400  200),true,euclidean,500,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.4591,0.0826
(400  200),true,euclidean,4000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.7319,0.0105
(400  200),true,euclidean,4000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.9565,0.0241
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.8895,0.0695
(400  200),true,euclidean,16000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.9623,0.0117
(400  200),true,euclidean,16000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.7661,0.0056
(400  200),true,euclidean,2000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.701,0.0202
