dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.6,-0.7,1.0,0.1,4.0,0.01,10000,20,0.9242,0.0669
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],2.0,0.3,0.1,0.1,4.0,0.01,10000,20,0.614,0.0347
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.3,0.1,1.0,0.1,4.0,0.01,10000,20,0.8952,0.0446
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.2,0.2,0.1,0.1,4.0,0.01,10000,20,0.8695,0.0207
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.4,0.5,1.0,0.1,4.0,0.01,10000,20,0.8809,0.0461
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.8,0.5,1.0,0.1,4.0,0.01,10000,20,0.95,0.0329
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.4,-0.8,1.0,0.1,4.0,0.01,10000,20,0.562,0.0337
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.6,-0.9,0.1,0.1,4.0,0.01,10000,20,0.6903,0.022
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.1,-0.8,0.1,0.1,4.0,0.01,10000,20,0.5278,0.0971
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.1,0.3,1.0,0.1,4.0,0.01,10000,20,0.9847,0.0095
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.7,0.2,0.1,0.1,4.0,0.01,10000,20,0.7232,0.0181
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.0,0.3,0.1,0.1,4.0,0.01,10000,20,0.7392,0.069
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.6,0.7,0.1,0.1,4.0,0.01,10000,20,0.8912,0.0138
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.9,-0.8,1.0,0.1,4.0,0.01,10000,20,0.9127,0.0594
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.6,-1.0,0.1,0.1,4.0,0.01,10000,20,0.6317,0.0933
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.9,0.7,0.1,0.1,4.0,0.01,10000,20,0.7178,0.0173
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],2.0,-0.7,0.1,0.1,4.0,0.01,10000,20,0.3991,0.0786
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.5,0.1,1.0,0.1,4.0,0.01,10000,20,0.8537,0.0521
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.7,0.5,1.0,0.1,4.0,0.01,10000,20,0.8326,0.0502
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.0,0.2,0.1,0.1,4.0,0.01,10000,20,0.7253,0.0208
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.2,0.9,1.0,0.1,4.0,0.01,10000,20,0.711,0.0178
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.6,0.1,1.0,0.1,4.0,0.01,10000,20,0.5982,0.0229
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.1,0.3,0.1,0.1,4.0,0.01,10000,20,0.913,0.0155
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.3,0.9,1.0,0.1,4.0,0.01,10000,20,0.8729,0.0395
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],2.0,0.4,1.0,0.1,4.0,0.01,10000,20,0.765,0.0587
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.2,0.4,0.1,0.1,4.0,0.01,10000,20,0.9171,0.0179
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.8,-0.1,1.0,0.1,4.0,0.01,10000,20,0.5517,0.028
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.4,-0.8,1.0,0.1,4.0,0.01,10000,20,0.882,0.0832
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.7,0.3,0.1,0.1,4.0,0.01,10000,20,0.7238,0.0163
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.8,0.6,1.0,0.1,4.0,0.01,10000,20,0.624,0.0207
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,0.5,1.0,0.1,4.0,0.01,10000,20,0.5787,0.0283
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.2,-0.4,1.0,0.1,4.0,0.01,10000,20,0.5484,0.0277
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.4,0.8,1.0,0.1,4.0,0.01,10000,20,0.5863,0.0178
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.9,0.0,0.1,0.1,4.0,0.01,10000,20,0.738,0.0541
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],2.0,-0.3,0.1,0.1,4.0,0.01,10000,20,0.5902,0.03
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.7,0.6,0.1,0.1,4.0,0.01,10000,20,0.5895,0.0526
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.1,0.6,1.0,0.1,4.0,0.01,10000,20,0.7178,0.02
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.4,-0.6,1.0,0.1,4.0,0.01,10000,20,0.5404,0.0333
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.3,-0.8,0.1,0.1,4.0,0.01,10000,20,0.5268,0.104
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.9,-0.3,0.1,0.1,4.0,0.01,10000,20,0.6083,0.032
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.6,-0.5,0.1,0.1,4.0,0.01,10000,20,0.4623,0.0653
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.4,0.1,0.1,4.0,0.01,10000,20,0.6578,0.0248
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.0,-0.1,0.1,0.1,4.0,0.01,10000,20,0.6243,0.1186
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.7,1.0,1.0,0.1,4.0,0.01,10000,20,0.7063,0.0173
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.5,-0.2,0.1,0.1,4.0,0.01,10000,20,0.7355,0.058
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.4,1.0,0.1,0.1,4.0,0.01,10000,20,0.6481,0.0153
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.4,0.6,0.1,0.1,4.0,0.01,10000,20,0.6922,0.0493
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.5,-0.5,1.0,0.1,4.0,0.01,10000,20,0.5571,0.0242
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],0.5,-0.4,0.1,0.1,4.0,0.01,10000,20,0.7339,0.0672
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],0.7,0.9,0.1,0.1,4.0,0.01,10000,20,0.7766,0.0126
