dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,250,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.4514,0.0465
(400  200),true,euclidean,32000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.9176,0.024
(400  200),true,euclidean,32000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.743,0.0046
(400  200),true,euclidean,32000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.9557,0.0157
(400  200),true,euclidean,250,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.5479,0.0597
(400  200),true,euclidean,32000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.7645,0.0045
(400  200),true,euclidean,250,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.01,10000,25,0.4495,0.0753
(400  200),true,euclidean,250,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,25,0.744,0.1208
