dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.1379,0.1939
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.5808,0.228
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.0742,0.1452
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.4355,0.2213
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4751,0.0051
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.1256,0.1754
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.5395,0.3106
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.3114,0.2082
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.3427,0.3301
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.4509,0.3343
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.6672,0.2033
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.2277,0.2616
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.6773,0.2567
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4749,0.0053
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.1461,0.1623
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.7284,0.2049
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4762,0.0049
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4777,0.0046
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.5738,0.2486
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.1911,0.1699
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.2627,0.2435
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.5171,0.2156
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,100,0.5225,0.0669
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.6074,0.0361
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.682,0.2183
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.214,0.2636
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.5371,0.0658
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,100,0.3508,0.2083
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.3507,0.2489
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.5602,0.0576
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4748,0.0049
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,100,0.5922,0.0466
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.6888,0.2141
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,100,0.4743,0.0051
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,100,0.7468,0.1895
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.6,0.1,4.0,0.0,10000,100,0.387,0.3021
