dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.4486,0.0557
(400  200),true,euclidean,1000,0.0,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.8154,0.1031
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7272,0.1901
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7339,0.174
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.6,4.0,0.01,10000,50,0.2711,0.037
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.6387,0.2529
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.622,0.0528
(400  200),true,euclidean,1000,0.0,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.739,0.1755
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.6,4.0,0.01,10000,50,0.7282,0.1465
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.3998,0.0422
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8624,0.0701
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.2,4.0,0.01,10000,50,0.8685,0.0863
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.5811,0.2312
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.8324,0.0733
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.9,4.0,0.01,10000,50,0.7039,0.1951
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8778,0.0511
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.4,4.0,0.01,10000,50,0.352,0.0385
(400  200),true,euclidean,1000,0.0,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.4,4.0,0.01,10000,50,0.839,0.0885
(400  200),true,euclidean,1000,0.0,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8191,0.1099
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7484,0.1948
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8616,0.1192
(400  200),true,euclidean,1000,0.0,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.8,4.0,0.01,10000,50,0.7476,0.1608
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.9,4.0,0.01,10000,50,0.6785,0.2346
(400  200),true,euclidean,1000,0.0,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.2,4.0,0.01,10000,50,0.8746,0.0539
(400  200),true,euclidean,1000,0.0,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8723,0.0486
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7807,0.1798
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,50,0.8728,0.077
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.7172,0.2087
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.4,4.0,0.01,10000,50,0.838,0.0763
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.6,4.0,0.01,10000,50,0.7879,0.1309
(400  200),true,euclidean,1000,0.0,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.8105,0.1459
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8558,0.0918
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.4767,0.0327
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.7362,0.205
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.23,0.04
(400  200),true,euclidean,1000,0.0,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8438,0.0686
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.4,4.0,0.01,10000,50,0.8339,0.0762
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.9,4.0,0.01,10000,50,0.7491,0.1717
(400  200),true,euclidean,1000,0.0,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,50,0.8401,0.0464
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7132,0.2032
(400  200),true,euclidean,1000,0.0,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8697,0.0453
(400  200),true,euclidean,1000,0.0,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.5181,0.0698
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.7583,0.159
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.2,4.0,0.01,10000,50,0.8809,0.0445
(400  200),true,euclidean,1000,0.0,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.8028,0.1293
(400  200),true,euclidean,1000,0.0,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.9,4.0,0.01,10000,50,0.779,0.1573
(400  200),true,euclidean,1000,0.0,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.6517,0.2205
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.7854,0.1266
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.561,0.0501
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.9,4.0,0.01,10000,50,0.7099,0.1907
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.8,4.0,0.01,10000,50,0.7271,0.2254
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.8,4.0,0.01,10000,50,0.7656,0.1803
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.3066,0.0481
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,50,0.5406,0.0295
(400  200),true,euclidean,1000,0.0,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.758,0.1525
