dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,1000,0.0,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.3,4.0,0.01,10000,50,0.8678,0.0491
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.4,4.0,0.01,10000,50,0.8135,0.1411
(400  200),true,euclidean,1000,0.0,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.7661,0.1208
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.7824,0.1333
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.8258,0.094
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.5117,0.0594
(400  200),true,euclidean,1000,0.0,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,50,0.8488,0.0583
(400  200),true,euclidean,1000,0.0,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.6944,0.2264
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.1281,0.0312
(400  200),true,euclidean,1000,0.0,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.5,4.0,0.01,10000,50,0.7728,0.1469
(400  200),true,euclidean,1000,0.0,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.0,4.0,0.01,10000,50,0.47,0.0643
(400  200),true,euclidean,1000,0.0,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.2374,0.0344
(400  200),true,euclidean,1000,0.0,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.7,4.0,0.01,10000,50,0.7653,0.1937
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,1.0,4.0,0.01,10000,50,0.6825,0.2208
(400  200),true,euclidean,1000,0.0,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.01,10000,50,0.8436,0.0496
