dims,periodic_space,distance_metric,N,ϕC0,prob_EV,λ,cycle,sor_vec,T,S,prob_move,sor_orientation,x0,μ,generation,trial,mean_ϕC,std_ϕC
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,50,0.4787,0.004
(400  200),true,euclidean,1000,0.5,0.4,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.9,0.1,4.0,0.0,10000,50,0.6718,0.21
(400  200),true,euclidean,1000,0.5,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,50,0.4741,0.0054
(400  200),true,euclidean,1000,0.5,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.2,0.1,4.0,0.0,10000,50,0.1171,0.1755
(400  200),true,euclidean,1000,0.5,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.7,0.1,4.0,0.0,10000,50,0.4465,0.3283
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,50,0.4758,0.0045
(400  200),true,euclidean,1000,0.5,0.5,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.0,10000,50,0.052,0.0745
(400  200),true,euclidean,1000,0.5,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,50,0.2973,0.1889
(400  200),true,euclidean,1000,0.5,0.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,50,0.5842,0.0455
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.1,0.1,4.0,0.0,10000,50,0.0813,0.0906
(400  200),true,euclidean,1000,0.5,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,50,0.4748,0.0046
(400  200),true,euclidean,1000,0.5,0.3,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.3,0.1,4.0,0.0,10000,50,0.2382,0.1928
(400  200),true,euclidean,1000,0.5,0.9,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.3,0.1,4.0,0.0,10000,50,0.1474,0.2364
(400  200),true,euclidean,1000,0.5,1.0,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.7,0.1,4.0,0.0,10000,50,0.4397,0.3205
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,50,0.5011,0.3304
(400  200),true,euclidean,1000,0.5,0.6,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.8,0.1,4.0,0.0,10000,50,0.4649,0.2736
(400  200),true,euclidean,1000,0.5,0.7,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.0,0.1,4.0,0.0,10000,50,0.4748,0.0045
(400  200),true,euclidean,1000,0.5,0.2,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.4,0.1,4.0,0.0,10000,50,0.3065,0.2308
(400  200),true,euclidean,1000,0.5,0.8,0.0,1,[(100  100)  (300  100)],1.2,-0.2,0.3,0.1,4.0,0.0,10000,50,0.1465,0.2264
(400  200),true,euclidean,1000,0.5,0.1,0.0,1,[(100  100)  (300  100)],1.2,-0.2,1.0,0.1,4.0,0.0,10000,50,0.8185,0.1722
